17:41:53.779 [SpringApplicationShutdownHook] INFO  c.a.c.n.r.NacosServiceRegistry - [deregister,94] - De-registering from Nacos Server now...
17:41:53.783 [SpringApplicationShutdownHook] INFO  c.a.c.n.r.NacosServiceRegistry - [deregister,114] - De-registration finished.
17:41:54.094 [SpringApplicationShutdownHook] INFO  c.a.n.c.r.client - [shutdown,454] - Shutdown rpc client, set status to shutdown
17:41:54.096 [SpringApplicationShutdownHook] INFO  c.a.n.c.r.client - [shutdown,456] - Shutdown client event executor java.util.concurrent.ScheduledThreadPoolExecutor@6060629e[Running, pool size = 2, active threads = 2, queued tasks = 0, completed tasks = 0]
17:41:54.098 [SpringApplicationShutdownHook] INFO  c.a.n.c.r.client - [closeConnection,591] - Close current connection 1684943106794_127.0.0.1_62347
17:41:54.105 [nacos-grpc-client-executor-5974] INFO  c.a.n.c.r.c.g.GrpcClient - [printIfInfoEnabled,60] - [1684943106794_127.0.0.1_62347]Ignore complete event,isRunning:false,isAbandon=false
17:41:54.124 [SpringApplicationShutdownHook] INFO  c.a.n.c.r.c.g.GrpcClient - [shutdown,85] - Shutdown grpc executor java.util.concurrent.ThreadPoolExecutor@41892b75[Running, pool size = 5, active threads = 0, queued tasks = 0, completed tasks = 5990]
17:42:10.925 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.5.Final
17:42:11.575 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,80] - [RpcClientFactory] create a new rpc client of e0c9d994-3524-4f4a-9454-68d76ffbe172_config-0
17:42:11.627 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 35 ms to scan 1 urls, producing 3 keys and 6 values 
17:42:11.663 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 20 ms to scan 1 urls, producing 4 keys and 9 values 
17:42:11.682 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 16 ms to scan 1 urls, producing 3 keys and 10 values 
17:42:11.703 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 16 ms to scan 1 urls, producing 1 keys and 5 values 
17:42:11.725 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 19 ms to scan 1 urls, producing 1 keys and 7 values 
17:42:11.746 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 18 ms to scan 1 urls, producing 2 keys and 8 values 
17:42:11.749 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e0c9d994-3524-4f4a-9454-68d76ffbe172_config-0] RpcClient init label, labels = {module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
17:42:11.750 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e0c9d994-3524-4f4a-9454-68d76ffbe172_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$463/0x0000000800f1cc28
17:42:11.750 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e0c9d994-3524-4f4a-9454-68d76ffbe172_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$464/0x0000000800f1ce50
17:42:11.751 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e0c9d994-3524-4f4a-9454-68d76ffbe172_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
17:42:11.751 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e0c9d994-3524-4f4a-9454-68d76ffbe172_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
17:42:11.758 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e0c9d994-3524-4f4a-9454-68d76ffbe172_config-0] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
17:42:12.459 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e0c9d994-3524-4f4a-9454-68d76ffbe172_config-0] Success to connect to server [127.0.0.1:8848] on start up, connectionId = 1685007732222_127.0.0.1_52201
17:42:12.460 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e0c9d994-3524-4f4a-9454-68d76ffbe172_config-0] Notify connected event to listeners.
17:42:12.460 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e0c9d994-3524-4f4a-9454-68d76ffbe172_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
17:42:12.461 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e0c9d994-3524-4f4a-9454-68d76ffbe172_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$475/0x000000080101cba8
17:42:12.615 [main] INFO  c.c.g.RuoYiGatewayApplication - [logStartupProfileInfo,637] - The following 1 profile is active: "dev"
17:42:18.881 [main] INFO  c.a.c.s.g.s.SentinelSCGAutoConfiguration - [sentinelGatewayFilter,144] - [Sentinel SpringCloudGateway] register SentinelGatewayFilter with order: -2147483648
17:42:19.641 [main] INFO  c.a.c.s.g.s.SentinelSCGAutoConfiguration - [sentinelGatewayBlockExceptionHandler,134] - [Sentinel SpringCloudGateway] register SentinelGatewayBlockExceptionHandler
17:42:20.215 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,80] - [RpcClientFactory] create a new rpc client of 9779d4af-0bfe-428b-9a3c-0a34352941e8_config-0
17:42:20.216 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9779d4af-0bfe-428b-9a3c-0a34352941e8_config-0] RpcClient init label, labels = {module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
17:42:20.216 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9779d4af-0bfe-428b-9a3c-0a34352941e8_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$463/0x0000000800f1cc28
17:42:20.216 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9779d4af-0bfe-428b-9a3c-0a34352941e8_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$464/0x0000000800f1ce50
17:42:20.216 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9779d4af-0bfe-428b-9a3c-0a34352941e8_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
17:42:20.216 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9779d4af-0bfe-428b-9a3c-0a34352941e8_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
17:42:20.217 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9779d4af-0bfe-428b-9a3c-0a34352941e8_config-0] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
17:42:20.353 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9779d4af-0bfe-428b-9a3c-0a34352941e8_config-0] Success to connect to server [127.0.0.1:8848] on start up, connectionId = 1685007740238_127.0.0.1_52234
17:42:20.354 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9779d4af-0bfe-428b-9a3c-0a34352941e8_config-0] Notify connected event to listeners.
17:42:20.354 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9779d4af-0bfe-428b-9a3c-0a34352941e8_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
17:42:20.355 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9779d4af-0bfe-428b-9a3c-0a34352941e8_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$475/0x000000080101cba8
17:42:20.493 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,80] - [RpcClientFactory] create a new rpc client of e8b69e46-eb38-4979-8e39-b334527bfff7
17:42:20.493 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e8b69e46-eb38-4979-8e39-b334527bfff7] RpcClient init label, labels = {module=naming, source=sdk}
17:42:20.495 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e8b69e46-eb38-4979-8e39-b334527bfff7] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
17:42:20.496 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e8b69e46-eb38-4979-8e39-b334527bfff7] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
17:42:20.497 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e8b69e46-eb38-4979-8e39-b334527bfff7] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
17:42:20.499 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e8b69e46-eb38-4979-8e39-b334527bfff7] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
17:42:20.641 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e8b69e46-eb38-4979-8e39-b334527bfff7] Success to connect to server [127.0.0.1:8848] on start up, connectionId = 1685007740516_127.0.0.1_52236
17:42:20.641 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e8b69e46-eb38-4979-8e39-b334527bfff7] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
17:42:20.641 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e8b69e46-eb38-4979-8e39-b334527bfff7] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$475/0x000000080101cba8
17:42:20.641 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e8b69e46-eb38-4979-8e39-b334527bfff7] Notify connected event to listeners.
17:42:20.918 [main] INFO  c.a.c.n.r.NacosServiceRegistry - [register,75] - nacos registry, DEFAULT_GROUP cms-gateway 192.168.1.4:8080 register finished
17:42:20.979 [main] INFO  c.c.g.RuoYiGatewayApplication - [logStarted,61] - Started RuoYiGatewayApplication in 10.821 seconds (JVM running for 12.372)
17:42:20.985 [main] INFO  c.a.c.n.r.NacosContextRefresher - [registerNacosListener,129] - [Nacos Config] Listening config: dataId=cms-gateway, group=DEFAULT_GROUP
17:42:20.985 [main] INFO  c.a.c.n.r.NacosContextRefresher - [registerNacosListener,129] - [Nacos Config] Listening config: dataId=cms-gateway.yml, group=DEFAULT_GROUP
17:42:20.986 [main] INFO  c.a.c.n.r.NacosContextRefresher - [registerNacosListener,129] - [Nacos Config] Listening config: dataId=cms-gateway-dev.yml, group=DEFAULT_GROUP
17:42:21.022 [nacos-grpc-client-executor-52] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e8b69e46-eb38-4979-8e39-b334527bfff7] Receive server push request, request = NotifySubscriberRequest, requestId = 145
17:42:21.025 [nacos-grpc-client-executor-52] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e8b69e46-eb38-4979-8e39-b334527bfff7] Ack server push request, request = NotifySubscriberRequest, requestId = 145
17:42:21.221 [nacos-grpc-client-executor-53] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e8b69e46-eb38-4979-8e39-b334527bfff7] Receive server push request, request = NotifySubscriberRequest, requestId = 146
17:42:21.223 [nacos-grpc-client-executor-53] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e8b69e46-eb38-4979-8e39-b334527bfff7] Ack server push request, request = NotifySubscriberRequest, requestId = 146
